,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,address,state,city,zip_code,genre,category1,category2,category3
11,-pVzxPgFD4zfJ-SHL2u_Dw,taco-bamba-falls-church,Taco Bamba,https://s3-media4.fl.yelpcdn.com/bphoto/0yFqGVSe42EFAO25WFy0SA/o.jpg,False,https://www.yelp.com/biz/taco-bamba-falls-church?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,1818,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'latitude': 38.901996, 'longitude': -77.205455}","['delivery', 'pickup']",$,"{'address1': '2190 Pimmit Dr', 'address2': 'Ste G', 'address3': '', 'city': 'Falls Church', 'zip_code': '22043', 'country': 'US', 'state': 'VA', 'display_address': ['2190 Pimmit Dr', 'Ste G', 'Falls Church, VA 22043']}",+17036390505,(703) 639-0505,4151.365234948523,"['2190 Pimmit Dr', 'Ste G', 'Falls Church, VA 22043']",VA,Falls Church,22043,['Tacos'],Tacos,,
12,qbT0H8xT4lSeFe_qhmJz-w,roll-play-grill-vienna-4,Roll Play Grill,https://s3-media4.fl.yelpcdn.com/bphoto/p390TRPlzOy177RIc7Z6bg/o.jpg,False,https://www.yelp.com/biz/roll-play-grill-vienna-4?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,1414,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.5,"{'latitude': 38.9164603, 'longitude': -77.2266338}","['delivery', 'pickup']",$$,"{'address1': '8150 Leesburg Pike', 'address2': 'Ste 100', 'address3': '', 'city': 'Vienna', 'zip_code': '22182', 'country': 'US', 'state': 'VA', 'display_address': ['8150 Leesburg Pike', 'Ste 100', 'Vienna, VA 22182']}",+17038915665,(703) 891-5665,4675.478484397777,"['8150 Leesburg Pike', 'Ste 100', 'Vienna, VA 22182']",VA,Vienna,22182,['Vietnamese'],Vietnamese,,
13,_EYJBLH_aTPH8Xe0ppIkSQ,sō-korean-barbeque-centreville-9,Sō Korean Barbeque,https://s3-media4.fl.yelpcdn.com/bphoto/7Qwymy98mzt8GEiHM3irTA/o.jpg,False,https://www.yelp.com/biz/s%C5%8D-korean-barbeque-centreville-9?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,1236,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 38.8379685, 'longitude': -77.4239168}","['delivery', 'pickup']",$$,"{'address1': '5728 Pickwick Rd', 'address2': '', 'address3': None, 'city': 'Centreville', 'zip_code': '20121', 'country': 'US', 'state': 'VA', 'display_address': ['5728 Pickwick Rd', 'Centreville, VA 20121']}",+15714464950,(571) 446-4950,23834.276914691778,"['5728 Pickwick Rd', 'Centreville, VA 20121']",VA,Centreville,20121,"['Korean', 'Barbeque', 'Bars']",Korean,Barbeque,Bars
14,KB9Af-xHWo8IKj2pHen5vA,hot-pot-hero-gaithersburg,Hot Pot Hero,https://s3-media3.fl.yelpcdn.com/bphoto/Y_KAatGfvuWWbJBmsStGRw/o.jpg,False,https://www.yelp.com/biz/hot-pot-hero-gaithersburg?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,219,"[{'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",4.5,"{'latitude': 39.159738, 'longitude': -77.221286}","['delivery', 'pickup', 'restaurant_reservation']",$$,"{'address1': '100 Paramount Park Dr', 'address2': None, 'address3': '', 'city': 'Gaithersburg', 'zip_code': '20879', 'country': 'US', 'state': 'MD', 'display_address': ['100 Paramount Park Dr', 'Gaithersburg, MD 20879']}",+13019770404,(301) 977-0404,25665.397621963926,"['100 Paramount Park Dr', 'Gaithersburg, MD 20879']",MD,Gaithersburg,20879,"['Hot Pot', 'Seafood', 'Cajun/Creole']",Hot Pot,Seafood,Cajun/Creole
15,ubpMW-6cTY88U-f6SMCOHA,dal-grano-mclean,Dal Grano,https://s3-media2.fl.yelpcdn.com/bphoto/FCXyrj9jcmJpdxlPuXDSJQ/o.jpg,False,https://www.yelp.com/biz/dal-grano-mclean?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,183,"[{'alias': 'pastashops', 'title': 'Pasta Shops'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 38.9361709645514, 'longitude': -77.1764986526398}",['delivery'],$$,"{'address1': '1386 Chain Bridge Rd', 'address2': '', 'address3': '', 'city': 'McLean', 'zip_code': '22101', 'country': 'US', 'state': 'VA', 'display_address': ['1386 Chain Bridge Rd', 'McLean, VA 22101']}",+17038216725,(703) 821-6725,509.58071152419274,"['1386 Chain Bridge Rd', 'McLean, VA 22101']",VA,McLean,22101,"['Pasta Shops', 'Italian', 'Sandwiches']",Pasta Shops,Italian,Sandwiches
16,PT1QVzEf4gHA0xhxsWM0wg,takumi-falls-church-2,Takumi,https://s3-media2.fl.yelpcdn.com/bphoto/OTMmSD1IeayxkQYQQzSs8w/o.jpg,False,https://www.yelp.com/biz/takumi-falls-church-2?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,306,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 38.8806605, 'longitude': -77.1735671}",['delivery'],$$,"{'address1': '310 S Washington St', 'address2': 'Ste B', 'address3': '', 'city': 'Falls Church', 'zip_code': '22046', 'country': 'US', 'state': 'VA', 'display_address': ['310 S Washington St', 'Ste B', 'Falls Church, VA 22046']}",+17032411128,(703) 241-1128,5668.122857125004,"['310 S Washington St', 'Ste B', 'Falls Church, VA 22046']",VA,Falls Church,22046,"['Sushi Bars', 'Japanese']",Sushi Bars,Japanese,
17,N3WIrVUME-tMVi2ABRkZIQ,maple-ave-restaurant-vienna,Maple Ave Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/gd1JpGUuTwqOXfAeQ4u1HA/o.jpg,False,https://www.yelp.com/biz/maple-ave-restaurant-vienna?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,709,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.0,"{'latitude': 38.900537, 'longitude': -77.266903}",['delivery'],$$,"{'address1': '147 Maple Ave W', 'address2': None, 'address3': '', 'city': 'Vienna', 'zip_code': '22180', 'country': 'US', 'state': 'VA', 'display_address': ['147 Maple Ave W', 'Vienna, VA 22180']}",+17033192177,(703) 319-2177,8572.831670801213,"['147 Maple Ave W', 'Vienna, VA 22180']",VA,Vienna,22180,"['American (New)', 'Modern European']",American (New),Modern European,
18,qO6JzOPfPvlh6hOGcbcdLw,coastal-flats-mclean,Coastal Flats,https://s3-media3.fl.yelpcdn.com/bphoto/17YGM89fZlSZcSBDEzDJ8g/o.jpg,False,https://www.yelp.com/biz/coastal-flats-mclean?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,1095,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 38.9179864040191, 'longitude': -77.2189296642827}","['delivery', 'pickup']",$$,"{'address1': '7860 Tysons Corner Ctr', 'address2': None, 'address3': '', 'city': 'McLean', 'zip_code': '22102', 'country': 'US', 'state': 'VA', 'display_address': ['7860 Tysons Corner Ctr', 'McLean, VA 22102']}",+17033561440,(703) 356-1440,3993.3974256869606,"['7860 Tysons Corner Ctr', 'McLean, VA 22102']",VA,McLean,22102,"['Seafood', 'Salad', 'American (Traditional)']",Seafood,Salad,American (Traditional)
19,B-NQjTjaIPURVtpUQe0-3w,the-pig-washington-2,The Pig,https://s3-media3.fl.yelpcdn.com/bphoto/md7m-4ybbGpDNhIany5k2A/o.jpg,False,https://www.yelp.com/biz/the-pig-washington-2?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,1837,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",4.0,"{'latitude': 38.90793, 'longitude': -77.03229}","['delivery', 'pickup', 'restaurant_reservation']",$$,"{'address1': '1320 14th St NW', 'address2': '', 'address3': '', 'city': 'Washington, DC', 'zip_code': '20005', 'country': 'US', 'state': 'DC', 'display_address': ['1320 14th St NW', 'Washington, DC 20005']}",+12022902821,(202) 290-2821,12726.628899902484,"['1320 14th St NW', 'Washington, DC 20005']",DC,Washington,20005,"['Barbeque', 'American (New)', 'Whiskey Bars']",Barbeque,American (New),Whiskey Bars
20,94GIEYlrLFLv64lgk9Oi0Q,royal-nepal-alexandria,Royal Nepal,https://s3-media3.fl.yelpcdn.com/bphoto/EB4HqLoOQM1EwxwWcnPQAA/o.jpg,False,https://www.yelp.com/biz/royal-nepal-alexandria?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,374,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 38.8396078747451, 'longitude': -77.0624402055828}","['delivery', 'pickup']",$$,"{'address1': '3807 Mount Vernon Ave', 'address2': '', 'address3': None, 'city': 'Alexandria', 'zip_code': '22305', 'country': 'US', 'state': 'VA', 'display_address': ['3807 Mount Vernon Ave', 'Alexandria, VA 22305']}",+15713125130,(571) 312-5130,14198.056294251226,"['3807 Mount Vernon Ave', 'Alexandria, VA 22305']",VA,Alexandria,22305,"['Himalayan/Nepalese', 'Desserts', 'Bars']",Himalayan/Nepalese,Desserts,Bars
21,WXnP225tYL8AKEXQE2xzQA,dominion-wine-and-beer-falls-church,Dominion Wine and Beer,https://s3-media2.fl.yelpcdn.com/bphoto/4I7CbsesVCZl-X4yqCPrHw/o.jpg,False,https://www.yelp.com/biz/dominion-wine-and-beer-falls-church?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,117,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",5.0,"{'latitude': 38.8901221, 'longitude': -77.183913}",['delivery'],$$,"{'address1': '107 Rowell Ct', 'address2': '', 'address3': '', 'city': 'Falls Church', 'zip_code': '22046', 'country': 'US', 'state': 'VA', 'display_address': ['107 Rowell Ct', 'Falls Church, VA 22046']}",+17035333030,(703) 533-3030,4659.365604966348,"['107 Rowell Ct', 'Falls Church, VA 22046']",VA,Falls Church,22046,"['Beer, Wine & Spirits', 'Gastropubs']","Beer, Wine & Spirits",Gastropubs,
22,a-5Jd4irVqkaxRs-AQ-HGw,roses-luxury-washington,Rose's Luxury,https://s3-media2.fl.yelpcdn.com/bphoto/guCDi9B9gcjO86qo-_rBTA/o.jpg,False,https://www.yelp.com/biz/roses-luxury-washington?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,1952,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"{'latitude': 38.88063, 'longitude': -76.99534}",['delivery'],$$$,"{'address1': '717 8th St SE', 'address2': None, 'address3': '', 'city': 'Washington, DC', 'zip_code': '20003', 'country': 'US', 'state': 'DC', 'display_address': ['717 8th St SE', 'Washington, DC 20003']}",+12025808889,(202) 580-8889,16645.41114645534,"['717 8th St SE', 'Washington, DC 20003']",DC,Washington,20003,"['American (New)', 'Italian', 'Tapas/Small Plates']",American (New),Italian,Tapas/Small Plates
23,RbdDtU2sVNNFdXbiu3LjHA,trio-grill-falls-church,TRIO Grill,https://s3-media1.fl.yelpcdn.com/bphoto/Ao7U9xy2eqpM3AkHxgwEqw/o.jpg,False,https://www.yelp.com/biz/trio-grill-falls-church?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,404,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,"{'latitude': 38.875777, 'longitude': -77.223757}",['delivery'],$$$,"{'address1': '8100 Lee Hwy', 'address2': '', 'address3': '', 'city': 'Falls Church', 'zip_code': '22042', 'country': 'US', 'state': 'VA', 'display_address': ['8100 Lee Hwy', 'Falls Church, VA 22042']}",+17039929200,(703) 992-9200,7446.470552146864,"['8100 Lee Hwy', 'Falls Church, VA 22042']",VA,Falls Church,22042,"['American (New)', 'Seafood', 'Steakhouses']",American (New),Seafood,Steakhouses
24,CSjy1Yum2Pgx4yZwENLU1Q,flower-child-mclean-mclean,Flower Child - McLean,https://s3-media2.fl.yelpcdn.com/bphoto/tYo2unplJWqjkA4qysh4Cg/o.jpg,False,https://www.yelp.com/biz/flower-child-mclean-mclean?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,60,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.5,"{'latitude': 38.9253463745117, 'longitude': -77.2289199829102}",[],$$,"{'address1': '1656 Boro Pl', 'address2': '', 'address3': None, 'city': 'McLean', 'zip_code': '22102', 'country': 'US', 'state': 'VA', 'display_address': ['1656 Boro Pl', 'McLean, VA 22102']}",+15717300860,(571) 730-0860,4612.257447425458,"['1656 Boro Pl', 'McLean, VA 22102']",VA,McLean,22102,"['American (New)', 'Salad', 'Vegetarian']",American (New),Salad,Vegetarian
25,aCIOBhQUFZX2xn6JEkUTyg,meokja-meokja-fairfax-5,Meokja Meokja,https://s3-media4.fl.yelpcdn.com/bphoto/jeeHLjk93fY-HpzGQCI_Nw/o.jpg,False,https://www.yelp.com/biz/meokja-meokja-fairfax-5?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,492,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.5,"{'latitude': 38.8642119, 'longitude': -77.2768787}","['delivery', 'pickup']",$$,"{'address1': '9619 Fairfax Blvd', 'address2': '', 'address3': None, 'city': 'Fairfax', 'zip_code': '22030', 'country': 'US', 'state': 'VA', 'display_address': ['9619 Fairfax Blvd', 'Fairfax, VA 22030']}",+15714592875,(571) 459-2875,11516.256832351844,"['9619 Fairfax Blvd', 'Fairfax, VA 22030']",VA,Fairfax,22030,"['Korean', 'Barbeque']",Korean,Barbeque,
