,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,address,state,city,zip_code,genre,category1,category2,category3,transactions1,transactions2,transactions3
10,-Eacji2oslETYoSu80mzxg,arties-fairfax,Artie's,https://s3-media1.fl.yelpcdn.com/bphoto/6OAytHa0liVL42osbkLEjA/o.jpg,False,https://www.yelp.com/biz/arties-fairfax?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,793,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 38.8628979, 'longitude': -77.2767243}","['pickup', 'delivery']",$$,"{'address1': '3260 Old Lee Hwy', 'address2': '', 'address3': '', 'city': 'Fairfax', 'zip_code': '22030', 'country': 'US', 'state': 'VA', 'display_address': ['3260 Old Lee Hwy', 'Fairfax, VA 22030']}",+17032737600,(703) 273-7600,3379.489892370328,"['3260 Old Lee Hwy', 'Fairfax, VA 22030']",VA,Fairfax,22030,"['American (Traditional)', 'Breakfast & Brunch', 'Seafood']",American (Traditional),Breakfast & Brunch,Seafood,pickup,delivery,
11,OSiOyTWbZmWmuCCd-wLxxA,mazadar-restaurant-fairfax,Mazadar Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/-72E3Ct7HsAvyCCiJrjEuA/o.jpg,False,https://www.yelp.com/biz/mazadar-restaurant-fairfax?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,534,"[{'alias': 'afghani', 'title': 'Afghan'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,"{'latitude': 38.8480618880988, 'longitude': -77.3529793638428}","['pickup', 'delivery']",$$,"{'address1': '11725 Lee Hwy', 'address2': 'Ste A15A', 'address3': '', 'city': 'Fairfax', 'zip_code': '22030', 'country': 'US', 'state': 'VA', 'display_address': ['11725 Lee Hwy', 'Ste A15A', 'Fairfax, VA 22030']}",+15714320202,(571) 432-0202,3362.385641774491,"['11725 Lee Hwy', 'Ste A15A', 'Fairfax, VA 22030']",VA,Fairfax,22030,"['Afghan', 'Middle Eastern', 'Mediterranean']",Afghan,Middle Eastern,Mediterranean,pickup,delivery,
12,N3WIrVUME-tMVi2ABRkZIQ,maple-ave-restaurant-vienna,Maple Ave Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/gd1JpGUuTwqOXfAeQ4u1HA/o.jpg,False,https://www.yelp.com/biz/maple-ave-restaurant-vienna?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,709,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.0,"{'latitude': 38.900537, 'longitude': -77.266903}",['delivery'],$$,"{'address1': '147 Maple Ave W', 'address2': None, 'address3': '', 'city': 'Vienna', 'zip_code': '22180', 'country': 'US', 'state': 'VA', 'display_address': ['147 Maple Ave W', 'Vienna, VA 22180']}",+17033192177,(703) 319-2177,6482.235710319197,"['147 Maple Ave W', 'Vienna, VA 22180']",VA,Vienna,22180,"['American (New)', 'Modern European']",American (New),Modern European,,delivery,,
13,LmyH4fGV7OlWspby1Eptsw,pho-bytes-fairfax,Pho Bytes,https://s3-media3.fl.yelpcdn.com/bphoto/lhxPMRUAj4Wpk8x6BCeTYQ/o.jpg,False,https://www.yelp.com/biz/pho-bytes-fairfax?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,65,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 38.851128, 'longitude': -77.333478}","['pickup', 'delivery']",,"{'address1': '11211 Lee Hwy', 'address2': 'Ste A&B', 'address3': None, 'city': 'Fairfax', 'zip_code': '22030', 'country': 'US', 'state': 'VA', 'display_address': ['11211 Lee Hwy', 'Ste A&B', 'Fairfax, VA 22030']}",+17032793403,(703) 279-3403,1649.3759924513197,"['11211 Lee Hwy', 'Ste A&B', 'Fairfax, VA 22030']",VA,Fairfax,22030,"['Vietnamese', 'Noodles', 'Seafood']",Vietnamese,Noodles,Seafood,pickup,delivery,
14,iKyRzxyEN-C-D6NrEEa7TA,sisters-thai-fairfax,Sisters Thai,https://s3-media2.fl.yelpcdn.com/bphoto/-sI5LyH6Lrq_tYD77sl8nQ/o.jpg,False,https://www.yelp.com/biz/sisters-thai-fairfax?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,1058,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 38.84576, 'longitude': -77.30561}","['pickup', 'delivery']",$$,"{'address1': '4004 University Dr', 'address2': '', 'address3': '', 'city': 'Fairfax', 'zip_code': '22030', 'country': 'US', 'state': 'VA', 'display_address': ['4004 University Dr', 'Fairfax, VA 22030']}",+17032679619,(703) 267-9619,1458.4558001293697,"['4004 University Dr', 'Fairfax, VA 22030']",VA,Fairfax,22030,['Thai'],Thai,,,pickup,delivery,
15,aykd1MZc_SxaWOLI_NzEsQ,ariake-fairfax,Ariake,https://s3-media1.fl.yelpcdn.com/bphoto/zZXsFgzTdGI1s4ix3Bfzxw/o.jpg,False,https://www.yelp.com/biz/ariake-fairfax?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,103,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 38.83832, 'longitude': -77.24589}",[],$$,"{'address1': '8708 Little River Turnpike', 'address2': '', 'address3': None, 'city': 'Fairfax', 'zip_code': '22031', 'country': 'US', 'state': 'VA', 'display_address': ['8708 Little River Turnpike', 'Fairfax, VA 22031']}",+17033239006,(703) 323-9006,6344.231415587255,"['8708 Little River Turnpike', 'Fairfax, VA 22031']",VA,Fairfax,22031,"['Japanese', 'Sushi Bars']",Japanese,Sushi Bars,,,,
16,SdL-sjUUzyRnmz7VgnU-bg,coastal-flats-fairfax,Coastal Flats,https://s3-media2.fl.yelpcdn.com/bphoto/zfn5W-EPvStvQLplDQWQHQ/o.jpg,False,https://www.yelp.com/biz/coastal-flats-fairfax?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,904,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 38.85799, 'longitude': -77.356419}","['pickup', 'delivery']",$$,"{'address1': '11901 Grand Commons Ave', 'address2': None, 'address3': '', 'city': 'Fairfax', 'zip_code': '22030', 'country': 'US', 'state': 'VA', 'display_address': ['11901 Grand Commons Ave', 'Fairfax, VA 22030']}",+15715226300,(571) 522-6300,3540.034070074412,"['11901 Grand Commons Ave', 'Fairfax, VA 22030']",VA,Fairfax,22030,"['Seafood', 'Sandwiches', 'American (Traditional)']",Seafood,Sandwiches,American (Traditional),pickup,delivery,
17,mFSfqTeU9-M7oKLuW1OTOw,high-side-fairfax,High Side,https://s3-media1.fl.yelpcdn.com/bphoto/VJAQK_iIct_ZEsKOUSZG-A/o.jpg,False,https://www.yelp.com/biz/high-side-fairfax?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,193,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"{'latitude': 38.84587, 'longitude': -77.30642}","['pickup', 'delivery']",$$,"{'address1': '4009 Chain Bridge Rd', 'address2': None, 'address3': '', 'city': 'Fairfax', 'zip_code': '22030', 'country': 'US', 'state': 'VA', 'display_address': ['4009 Chain Bridge Rd', 'Fairfax, VA 22030']}",+17038658181,(703) 865-8181,1390.9971108178697,"['4009 Chain Bridge Rd', 'Fairfax, VA 22030']",VA,Fairfax,22030,"['Beer Bar', 'Taiwanese', 'Asian Fusion']",Beer Bar,Taiwanese,Asian Fusion,pickup,delivery,
18,SnjOiQRB4Qer8kVaVNeV6w,bebop-korean-mexican-grill-fairfax,Bebop Korean-Mexican Grill,https://s3-media4.fl.yelpcdn.com/bphoto/AyKNTl2_1BY4IIr1rjvMdw/o.jpg,False,https://www.yelp.com/biz/bebop-korean-mexican-grill-fairfax?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,502,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 38.856571, 'longitude': -77.315579}","['pickup', 'delivery']",$,"{'address1': '10730 Fairfax Blvd', 'address2': '', 'address3': '', 'city': 'Fairfax', 'zip_code': '22030', 'country': 'US', 'state': 'VA', 'display_address': ['10730 Fairfax Blvd', 'Fairfax, VA 22030']}",+17034245514,(703) 424-5514,36.81784600057554,"['10730 Fairfax Blvd', 'Fairfax, VA 22030']",VA,Fairfax,22030,"['Barbeque', 'Korean', 'Burgers']",Barbeque,Korean,Burgers,pickup,delivery,
19,InytIzCTGcS6RLzT7nHskQ,dolce-vita-wine-bar-fairfax,Dolce Vita Wine Bar,https://s3-media1.fl.yelpcdn.com/bphoto/9ju0X1ckAGIKZ2W1sBt_hQ/o.jpg,False,https://www.yelp.com/biz/dolce-vita-wine-bar-fairfax?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,107,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 38.854587, 'longitude': -77.317604}",['delivery'],$$,"{'address1': '10824 Fairfax Blvd', 'address2': '', 'address3': '', 'city': 'Fairfax', 'zip_code': '22030', 'country': 'US', 'state': 'VA', 'display_address': ['10824 Fairfax Blvd', 'Fairfax, VA 22030']}",+17033851226,(703) 385-1226,252.9402612490392,"['10824 Fairfax Blvd', 'Fairfax, VA 22030']",VA,Fairfax,22030,"['Wine Bars', 'Tapas/Small Plates', 'Breakfast & Brunch']",Wine Bars,Tapas/Small Plates,Breakfast & Brunch,delivery,,
20,RbdDtU2sVNNFdXbiu3LjHA,trio-grill-falls-church,TRIO Grill,https://s3-media1.fl.yelpcdn.com/bphoto/Ao7U9xy2eqpM3AkHxgwEqw/o.jpg,False,https://www.yelp.com/biz/trio-grill-falls-church?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,404,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,"{'latitude': 38.875777, 'longitude': -77.223757}",['delivery'],$$$,"{'address1': '8100 Lee Hwy', 'address2': '', 'address3': '', 'city': 'Falls Church', 'zip_code': '22042', 'country': 'US', 'state': 'VA', 'display_address': ['8100 Lee Hwy', 'Falls Church, VA 22042']}",+17039929200,(703) 992-9200,8242.78830453251,"['8100 Lee Hwy', 'Falls Church, VA 22042']",VA,Falls Church,22042,"['American (New)', 'Seafood', 'Steakhouses']",American (New),Seafood,Steakhouses,delivery,,
21,6BF_gH40etlP9_RhXN2J6g,mission-bbq-fairfax,Mission BBQ,https://s3-media4.fl.yelpcdn.com/bphoto/T4VqKH6EkN-fOOQUfvC4tg/o.jpg,False,https://www.yelp.com/biz/mission-bbq-fairfax?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,330,"[{'alias': 'bbq', 'title': 'Barbeque'}]",4.5,"{'latitude': 38.881113, 'longitude': -77.399241}",['delivery'],$$,"{'address1': '13067 Lee Jackson Memorial Hwy', 'address2': '', 'address3': None, 'city': 'Fairfax', 'zip_code': '22033', 'country': 'US', 'state': 'VA', 'display_address': ['13067 Lee Jackson Memorial Hwy', 'Fairfax, VA 22033']}",+15713250975,(571) 325-0975,7751.5990663038665,"['13067 Lee Jackson Memorial Hwy', 'Fairfax, VA 22033']",VA,Fairfax,22033,['Barbeque'],Barbeque,,,delivery,,
22,KTpPFjlIjcAL7g72NkWgXw,pho4ever-fairfax-3,Pho4ever,https://s3-media4.fl.yelpcdn.com/bphoto/O9RErFJAV1jawQuGKvVH1w/o.jpg,False,https://www.yelp.com/biz/pho4ever-fairfax-3?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,157,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.5,"{'latitude': 38.84414, 'longitude': -77.2908}",[],$$,"{'address1': '9966 Main St', 'address2': None, 'address3': '', 'city': 'Fairfax', 'zip_code': '22031', 'country': 'US', 'state': 'VA', 'display_address': ['9966 Main St', 'Fairfax, VA 22031']}",+17036910090,(703) 691-0090,2533.880583593632,"['9966 Main St', 'Fairfax, VA 22031']",VA,Fairfax,22031,['Vietnamese'],Vietnamese,,,,,
23,Sz8PIo1v8LbG0qd9C2hAnw,trattoria-villagio-clifton,Trattoria Villagio,https://s3-media2.fl.yelpcdn.com/bphoto/VwH5HkezDj0KwvuAo4vYDw/o.jpg,False,https://www.yelp.com/biz/trattoria-villagio-clifton?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,571,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 38.78066, 'longitude': -77.38662}","['pickup', 'delivery']",$$,"{'address1': '7145 Main St', 'address2': '', 'address3': '', 'city': 'Clifton', 'zip_code': '20124', 'country': 'US', 'state': 'VA', 'display_address': ['7145 Main St', 'Clifton, VA 20124']}",+17035432030,(703) 543-2030,10421.247045131859,"['7145 Main St', 'Clifton, VA 20124']",VA,Clifton,20124,"['Italian', 'Pizza', 'Breakfast & Brunch']",Italian,Pizza,Breakfast & Brunch,pickup,delivery,
24,dPZE3lhsRbox0KE1t4bpFw,caboose-commons-fairfax-4,Caboose Commons,https://s3-media4.fl.yelpcdn.com/bphoto/73NpwzY7qSjdNB0oOl3KVA/o.jpg,False,https://www.yelp.com/biz/caboose-commons-fairfax-4?adjust_creative=L5uWOotJVmXgAhC5MFlHSQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=L5uWOotJVmXgAhC5MFlHSQ,383,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 38.87255, 'longitude': -77.23214}","['restaurant_reservation', 'delivery']",$$,"{'address1': '2918 Eskridge Rd', 'address2': '', 'address3': None, 'city': 'Fairfax', 'zip_code': '22031', 'country': 'US', 'state': 'VA', 'display_address': ['2918 Eskridge Rd', 'Fairfax, VA 22031']}",+17036638833,(703) 663-8833,7470.213869574418,"['2918 Eskridge Rd', 'Fairfax, VA 22031']",VA,Fairfax,22031,"['Breweries', 'Coffee & Tea', 'American (New)']",Breweries,Coffee & Tea,American (New),restaurant_reservation,delivery,
